date,close
2023-01-02,4022.8126900586235
2023-01-03,4016.730744825695
2023-01-04,4046.5601875642074
2023-01-05,4117.274770554941
2023-01-06,4106.582578605746
2023-01-09,4095.9189158129934
2023-01-10,4170.151823617962
2023-01-11,4206.828748610677
2023-01-12,4184.723030299682
2023-01-13,4210.777604331178
2023-01-16,4188.938807424815
2023-01-17,4167.104027856884
2023-01-18,4178.7814002633695
2023-01-19,4089.3248215375547
2023-01-20,4010.339528716704
2023-01-23,3985.070202807458
2023-01-24,3939.7815016464356
2023-01-25,3954.0614152594344
2023-01-26,3913.773482869671
2023-01-27,3851.8083407182985
2023-01-30,3916.570481694178
2023-01-31,3906.7705758740362
2023-02-01,3909.9772392659174
2023-02-02,3847.529249088558
2023-02-03,3824.0620855614657
2023-02-06,3829.084484661474
2023-02-07,3779.6426122883213
2023-02-08,3795.9861613674584
2023-02-09,3770.427515945826
2023-02-10,3758.1832414156997
2023-02-13,3732.833924212953
2023-02-14,3812.271984214269
2023-02-15,3811.897324002203
2023-02-16,3766.6593620761582
2023-02-17,3802.1627223977875
2023-02-20,3750.0971203586487
2023-02-21,3759.194820074283
2023-02-22,3676.7859308828392
2023-02-23,3622.025971465182
2023-02-24,3630.3188737055425
2023-02-27,3661.0451775081074
2023-02-28,3668.3668749986286
2023-03-01,3663.7602234808314
2023-03-02,3651.472717257967
2023-03-03,3590.9632050428304
2023-03-06,3561.9671573892842
2023-03-07,3543.6050113345336
2023-03-08,3586.532918562961
2023-03-09,3600.7314381328783
2023-03-10,3529.6572421571345
2023-03-13,3542.845778388783
2023-03-14,3527.603113584691
2023-03-15,3500.8220892522427
2023-03-16,3525.380390525477
2023-03-17,3567.0307972961045
2023-03-20,3605.0946521027136
2023-03-21,3571.1474396417334
2023-03-22,3558.843309257802
2023-03-23,3572.431709705885
2023-03-24,3612.3658543037955
2023-03-27,3592.9886735061546
2023-03-28,3585.6291104231495
2023-03-29,3541.123484072813
2023-03-30,3493.60829977028
2023-03-31,3526.1373532471725
2023-04-03,3580.9786033916807
2023-04-04,3578.251809715263
2023-04-05,3619.3994534131566
2023-04-06,3634.470539876927
2023-04-07,3608.179082053607
2023-04-10,3623.193569972624
2023-04-11,3687.137072814334
2023-04-12,3685.8413927976044
2023-04-13,3752.0223278464737
2023-04-14,3642.4066349312
2023-04-17,3676.712045596275
2023-04-18,3680.5443771530936
2023-04-19,3668.287775630072
2023-04-20,3672.3076001772674
2023-04-21,3590.6673879005552
2023-04-24,3581.930869253909
2023-04-25,3596.6614558901456
2023-04-26,3657.6415228523247
2023-04-27,3636.409075670073
2023-04-28,3603.4221213246365
2023-05-01,3583.175272752333
2023-05-02,3620.7594667503986
2023-05-03,3634.48073879206
2023-05-04,3612.9120029607825
2023-05-05,3634.19912603299
2023-05-08,3638.4009351521217
2023-05-09,3678.784671416674
2023-05-10,3649.815700764331
2023-05-11,3636.479690763128
2023-05-12,3620.5457318393014
2023-05-15,3561.154647093089
2023-05-16,3573.327668220691
2023-05-17,3584.1169726682156
2023-05-18,3584.521079738142
2023-05-19,3575.1948170251258
2023-05-22,3518.4678857954004
2023-05-23,3501.917681374714
2023-05-24,3488.5266088826324
2023-05-25,3457.124813004271
2023-05-26,3450.9971509703532
2023-05-29,3467.034045503715
2023-05-30,3542.1772704756545
2023-05-31,3549.390414344524
2023-06-01,3559.965961028718
2023-06-02,3557.156920189975
2023-06-05,3480.7909388578037
2023-06-06,3479.935196991377
2023-06-07,3482.5033211870423
2023-06-08,3581.338747992796
2023-06-09,3573.7314572647133
2023-06-12,3586.168145168557
2023-06-13,3584.9532404445167
2023-06-14,3537.9541253999005
2023-06-15,3584.2949354749508
2023-06-16,3615.183680857868
2023-06-19,3647.955545566207
2023-06-20,3610.7307062468767
2023-06-21,3668.8237912270433
2023-06-22,3611.1648116349393
2023-06-23,3635.473917437587
2023-06-26,3727.1045522732966
2023-06-27,3685.679144788961
2023-06-28,3662.2889850644665
2023-06-29,3666.6302778539916
2023-06-30,3645.9572261053268
2023-07-03,3582.6073155529903
2023-07-04,3585.5899770565093
2023-07-05,3542.8532266467787
2023-07-06,3562.1247048618657
2023-07-07,3525.3744764006046
2023-07-10,3588.0756609092123
2023-07-11,3556.544884598384
2023-07-12,3543.7747164176
2023-07-13,3576.811078359717
2023-07-14,3527.430547362213
2023-07-17,3536.7337466058425
2023-07-18,3589.740796443766
2023-07-19,3525.0958015582028
2023-07-20,3532.6769513886047
2023-07-21,3543.296407875303
2023-07-24,3575.0432805495543
2023-07-25,3525.4438446638223
2023-07-26,3473.2422822340427
2023-07-27,3494.0501191413437
2023-07-28,3506.028121826405
2023-07-31,3516.1930743145285
2023-08-01,3530.226406568594
2023-08-02,3503.3022128180605
2023-08-03,3512.732709772854
2023-08-04,3524.6184023451265
2023-08-07,3496.375826719549
2023-08-08,3571.3283386389803
2023-08-09,3590.7644999098857
2023-08-10,3542.7801867557237
2023-08-11,3569.448715593373
2023-08-14,3530.410217279419
2023-08-15,3562.2541599606484
2023-08-16,3609.5587552495517
2023-08-17,3576.321061277074
2023-08-18,3615.7997276809947
2023-08-21,3632.9620730707934
2023-08-22,3667.1850873013964
2023-08-23,3747.116962474281
2023-08-24,3736.9099617785546
2023-08-25,3705.311214130229
2023-08-28,3668.3276241334966
2023-08-29,3634.7495634826296
2023-08-30,3631.772145239585
2023-08-31,3646.047795250368
2023-09-01,3657.705088661681
2023-09-04,3692.37567082004
2023-09-05,3693.1223058931932
2023-09-06,3754.700579068579
2023-09-07,3743.6548926698474
2023-09-08,3861.1341413959085
2023-09-11,3888.836925777307
2023-09-12,3851.4343251359737
2023-09-13,3805.1583747530294
2023-09-14,3826.2419145283043
2023-09-15,3816.7681488805392
2023-09-18,3848.0048635696626
2023-09-19,3868.9206599728905
2023-09-20,3865.9387158075274
2023-09-21,3829.2063110630224
2023-09-22,3764.200774941561
2023-09-25,3745.3958765035777
2023-09-26,3782.150377700075
2023-09-27,3791.5506869667424
2023-09-28,3738.57491305727
2023-09-29,3746.1286568079336
2023-10-02,3762.7376800789266
2023-10-03,3725.419859602367
2023-10-04,3732.1235956099977
2023-10-05,3734.7922216759016
2023-10-06,3686.9032714530194
2023-10-09,3702.0938800852987
2023-10-10,3725.9134150363393
2023-10-11,3772.158720675868
2023-10-12,3817.711642148546
2023-10-13,3758.743237433607
2023-10-16,3719.1884342986436
2023-10-17,3741.1767260230226
2023-10-18,3763.2417050460404
2023-10-19,3785.4909781039796
2023-10-20,3954.7454042457825
2023-10-23,3980.646637554507
2023-10-24,4032.4540813648914
2023-10-25,4076.5346170173966
2023-10-26,4106.9806084081
2023-10-27,4092.549224036375
2023-10-30,4128.147346737865
2023-10-31,4092.354470821028
2023-11-01,4081.6036430865593
2023-11-02,4059.4245111555642
2023-11-03,4063.417404992334
2023-11-06,4171.705178747837
2023-11-07,4084.5306786504993
2023-11-08,4116.663700195381
2023-11-09,4042.2898929245994
2023-11-10,4020.9367348886103
2023-11-13,4071.116129596649
2023-11-14,4074.307623798956
2023-11-15,4025.0410467969095
2023-11-16,3992.745497959761
2023-11-17,4023.8524517123437
2023-11-20,3990.884748456794
2023-11-21,4000.911136858326
2023-11-22,4003.1983030578617
2023-11-23,3973.947470859617
2023-11-24,4071.961110272321
2023-11-27,4101.560276908136
2023-11-28,4008.6689760615945
2023-11-29,4017.373035063585
2023-11-30,3987.55804159842
2023-12-01,4026.507888033687
2023-12-04,3990.7049427959832
2023-12-05,3985.7347159895307
2023-12-06,4008.842094220711
2023-12-07,4048.6113595512343
2023-12-08,3994.1014212551313
2023-12-11,3979.198839717565
2023-12-12,3958.04371072013
